sample_1,sample_2,community_distance,ocean_distance_km,east_or_west_1,habitat_1,east_or_west_2,habitat_2,metric
S101,S28,0.5910278032900685,681.6366517139559,west,coral,east,seagrass,wunifrac
S102,S28,0.540010216076109,682.8792924010752,west,coral,east,seagrass,wunifrac
S103,S28,0.5266185972157807,683.2935059634483,west,coral,east,seagrass,wunifrac
S104,S28,0.5227669297458774,684.8792924010751,west,coral,east,seagrass,wunifrac
S105,S28,0.5217385927466202,683.050865276329,west,coral,east,seagrass,wunifrac
S106,S28,0.8503437139144615,517.256926036991,west,mangrove,east,seagrass,wunifrac
S107,S28,0.8210591824547415,516.8427124746179,west,mangrove,east,seagrass,wunifrac
S108,S28,0.7767370612587028,515.8427124746179,west,mangrove,east,seagrass,wunifrac
S109,S28,0.770204629422181,515.4284989122449,west,mangrove,east,seagrass,wunifrac
S110,S28,0.7308830186142211,515.4284989122449,west,mangrove,east,seagrass,wunifrac
S30,S29,0.5273880878073732,0,east,seagrass,east,seagrass,wunifrac
S31,S29,0.5310396486148937,3.414213562373095,east,coral,east,seagrass,wunifrac
S32,S29,0.5542029846742926,3.414213562373095,east,coral,east,seagrass,wunifrac
S33,S29,0.5453117137428994,2.414213562373095,east,coral,east,seagrass,wunifrac
S34,S29,0.3853655069230967,2.414213562373095,east,coral,east,seagrass,wunifrac
S35,S29,0.41731326659340034,2.414213562373095,east,coral,east,seagrass,wunifrac
S36,S29,0.9365150649809217,122.23759005323605,east,mangrove,east,seagrass,wunifrac
S37,S29,0.9383498107698078,121.23759005323605,east,mangrove,east,seagrass,wunifrac
S38,S29,0.9358118540686143,120.23759005323605,east,mangrove,east,seagrass,wunifrac
S39,S29,0.9409574734514902,119.65180361560915,east,mangrove,east,seagrass,wunifrac
S40,S29,0.936931950698354,118.23759005323605,east,mangrove,east,seagrass,wunifrac
S41,S29,0.8240996511238208,229.30865786510157,east,coral,east,seagrass,wunifrac
S42,S29,0.8527932177853389,228.89444430272846,east,coral,east,seagrass,wunifrac
S43,S29,0.8100142396599188,228.89444430272846,east,coral,east,seagrass,wunifrac
S44,S29,0.7958304852471038,229.89444430272846,east,coral,east,seagrass,wunifrac
S45,S29,0.8062585563085551,228.89444430272846,east,coral,east,seagrass,wunifrac
S46,S29,0.9239506902834073,228.30865786510157,east,mangrove,east,seagrass,wunifrac
S47,S29,0.9375370069424772,228.30865786510157,east,mangrove,east,seagrass,wunifrac
S48,S29,0.9244294507306509,228.30865786510157,east,mangrove,east,seagrass,wunifrac
S49,S29,0.9359129719890862,229.30865786510157,east,mangrove,east,seagrass,wunifrac
S50,S29,0.9183316862176353,229.30865786510157,east,mangrove,east,seagrass,wunifrac
S51,S29,0.8814348943777578,294.65180361560846,east,seagrass,east,seagrass,wunifrac
S52,S29,0.888669727354503,294.65180361560846,east,seagrass,east,seagrass,wunifrac
S53,S29,0.8928009026524444,294.65180361560846,east,seagrass,east,seagrass,wunifrac
S54,S29,0.9040166728969311,293.65180361560846,east,seagrass,east,seagrass,wunifrac
S55,S29,0.9046990034435718,293.65180361560846,east,seagrass,east,seagrass,wunifrac
S56,S29,0.5308324683318527,941.2295808265164,west,coral,east,seagrass,wunifrac
S57,S29,0.6207772746548463,941.2295808265164,west,coral,east,seagrass,wunifrac
S58,S29,0.6380337636628796,941.8153672641433,west,coral,east,seagrass,wunifrac
S59,S29,0.5761866958280916,940.8153672641433,west,coral,east,seagrass,wunifrac
S60,S29,0.6223016956078057,941.2295808265164,west,coral,east,seagrass,wunifrac
S61,S29,0.7452506180567688,931.2295808265167,west,mangrove,east,seagrass,wunifrac
S62,S29,0.7614712135517883,931.2295808265167,west,mangrove,east,seagrass,wunifrac
S63,S29,0.7495299927105099,930.2295808265167,west,mangrove,east,seagrass,wunifrac
S64,S29,0.8096487616329505,930.6437943888897,west,mangrove,east,seagrass,wunifrac
S65,S29,0.803493331219964,930.2295808265167,west,mangrove,east,seagrass,wunifrac
S66,S29,0.4835492242991626,918.8742417671893,west,seagrass,east,seagrass,wunifrac
S67,S29,0.5450499886886275,918.8742417671893,west,seagrass,east,seagrass,wunifrac
S68,S29,0.5653155710103396,918.8742417671893,west,seagrass,east,seagrass,wunifrac
S69,S29,0.5811632837877982,918.8742417671893,west,seagrass,east,seagrass,wunifrac
S70,S29,0.5332938799814829,919.8742417671893,west,seagrass,east,seagrass,wunifrac
S71,S29,0.9322526515881757,444.5340546095158,east,coral,east,seagrass,wunifrac
S73,S29,0.9604491438186428,444.5340546095158,east,coral,east,seagrass,wunifrac
S74,S29,0.8808829281978212,444.5340546095158,east,coral,east,seagrass,wunifrac
S75,S29,0.8641814445897864,444.5340546095158,east,coral,east,seagrass,wunifrac
S77,S29,0.5929163108839705,421.0487732352773,east,coral,east,seagrass,wunifrac
S78,S29,0.6421201360040785,421.0487732352773,east,coral,east,seagrass,wunifrac
S80,S29,0.8029403661606445,421.0487732352773,east,coral,east,seagrass,wunifrac
S81,S29,0.8526901103462253,415.43354954612755,east,mangrove,east,seagrass,wunifrac
S82,S29,0.8724604229780026,415.43354954612755,east,mangrove,east,seagrass,wunifrac
S83,S29,0.8509221825571267,415.43354954612755,east,mangrove,east,seagrass,wunifrac
S84,S29,0.8693835091532379,415.43354954612755,east,mangrove,east,seagrass,wunifrac
S85,S29,0.8544436229466916,415.43354954612755,east,mangrove,east,seagrass,wunifrac
S86,S29,0.836757289012465,840.5777772109076,west,mangrove,east,seagrass,wunifrac
S87,S29,0.8049030907257555,840.5777772109076,west,mangrove,east,seagrass,wunifrac
S88,S29,0.8945111792808063,840.1635636485345,west,mangrove,east,seagrass,wunifrac
S89,S29,0.9072952987551811,840.1635636485345,west,mangrove,east,seagrass,wunifrac
S90,S29,0.9214185688340761,840.1635636485345,west,mangrove,east,seagrass,wunifrac
S91,S29,0.8136440207225667,824.2346314604004,west,seagrass,east,seagrass,wunifrac
S92,S29,0.7558951008305338,825.2346314604004,west,seagrass,east,seagrass,wunifrac
S93,S29,0.7117092335567435,825.2346314604004,west,seagrass,east,seagrass,wunifrac
S94,S29,0.7257162234764415,824.2346314604004,west,seagrass,east,seagrass,wunifrac
S95,S29,0.810154106376445,824.2346314604004,west,seagrass,east,seagrass,wunifrac
S96,S29,0.8995503631299153,747.8082245892089,west,mangrove,east,seagrass,wunifrac
S97,S29,0.902540115288652,747.8082245892089,west,mangrove,east,seagrass,wunifrac
S98,S29,0.9084672881131892,747.8082245892089,west,mangrove,east,seagrass,wunifrac
S99,S29,0.9090606511418038,747.8082245892089,west,mangrove,east,seagrass,wunifrac
S100,S29,0.8979109682578209,748.8082245892089,west,mangrove,east,seagrass,wunifrac
S101,S29,0.6106485741999015,682.050865276329,west,coral,east,seagrass,wunifrac
S102,S29,0.42904671544796225,683.2935059634483,west,coral,east,seagrass,wunifrac
S103,S29,0.37054854616556737,683.7077195258214,west,coral,east,seagrass,wunifrac
S104,S29,0.38340047396724836,685.2935059634482,west,coral,east,seagrass,wunifrac
S105,S29,0.41498807488779166,683.4650788387021,west,coral,east,seagrass,wunifrac
S106,S29,0.8488403345679626,517.6711395993641,west,mangrove,east,seagrass,wunifrac
S107,S29,0.8271749751381645,517.256926036991,west,mangrove,east,seagrass,wunifrac
S108,S29,0.7761806590671043,516.256926036991,west,mangrove,east,seagrass,wunifrac
S109,S29,0.772684456269447,515.8427124746179,west,mangrove,east,seagrass,wunifrac
S110,S29,0.7544820426704758,515.8427124746179,west,mangrove,east,seagrass,wunifrac
S31,S30,0.19196614913387464,3.414213562373095,east,coral,east,seagrass,wunifrac
S32,S30,0.3002112222091547,3.414213562373095,east,coral,east,seagrass,wunifrac
S33,S30,0.28395499940668856,2.414213562373095,east,coral,east,seagrass,wunifrac
S34,S30,0.3036944287762968,2.414213562373095,east,coral,east,seagrass,wunifrac
S35,S30,0.2645442612255188,2.414213562373095,east,coral,east,seagrass,wunifrac
S36,S30,0.9312727436323853,122.23759005323605,east,mangrove,east,seagrass,wunifrac
S37,S30,0.9366734916398032,121.23759005323605,east,mangrove,east,seagrass,wunifrac
S38,S30,0.9341840137833229,120.23759005323605,east,mangrove,east,seagrass,wunifrac
S39,S30,0.9392691070250968,119.65180361560915,east,mangrove,east,seagrass,wunifrac
S40,S30,0.9173550093224121,118.23759005323605,east,mangrove,east,seagrass,wunifrac
S41,S30,0.5048617002379524,229.30865786510157,east,coral,east,seagrass,wunifrac
S42,S30,0.5126470735635317,228.89444430272846,east,coral,east,seagrass,wunifrac
S43,S30,0.47343375608682914,228.89444430272846,east,coral,east,seagrass,wunifrac
S44,S30,0.45740517359868255,229.89444430272846,east,coral,east,seagrass,wunifrac
S45,S30,0.44944674003269014,228.89444430272846,east,coral,east,seagrass,wunifrac
S46,S30,0.8090083221811947,228.30865786510157,east,mangrove,east,seagrass,wunifrac
S47,S30,0.8435844498136181,228.30865786510157,east,mangrove,east,seagrass,wunifrac
S48,S30,0.7611777449732732,228.30865786510157,east,mangrove,east,seagrass,wunifrac
S49,S30,0.7685187325406188,229.30865786510157,east,mangrove,east,seagrass,wunifrac
S50,S30,0.7529575077975627,229.30865786510157,east,mangrove,east,seagrass,wunifrac
S51,S30,0.6297623372526763,294.65180361560846,east,seagrass,east,seagrass,wunifrac
S52,S30,0.6258200341721561,294.65180361560846,east,seagrass,east,seagrass,wunifrac
S53,S30,0.6580192115205258,294.65180361560846,east,seagrass,east,seagrass,wunifrac
S54,S30,0.6826309397941414,293.65180361560846,east,seagrass,east,seagrass,wunifrac
S55,S30,0.6846974374814582,293.65180361560846,east,seagrass,east,seagrass,wunifrac
S56,S30,0.3735264668719261,941.2295808265164,west,coral,east,seagrass,wunifrac
S57,S30,0.4124969358937284,941.2295808265164,west,coral,east,seagrass,wunifrac
S58,S30,0.4528502380591928,941.8153672641433,west,coral,east,seagrass,wunifrac
S59,S30,0.4005332890172241,940.8153672641433,west,coral,east,seagrass,wunifrac
S60,S30,0.460646111491981,941.2295808265164,west,coral,east,seagrass,wunifrac
S61,S30,0.6203518819147723,931.2295808265167,west,mangrove,east,seagrass,wunifrac
S62,S30,0.6644361938770502,931.2295808265167,west,mangrove,east,seagrass,wunifrac
S63,S30,0.6614231519264109,930.2295808265167,west,mangrove,east,seagrass,wunifrac
S64,S30,0.6824599564672045,930.6437943888897,west,mangrove,east,seagrass,wunifrac
S65,S30,0.6950049471867366,930.2295808265167,west,mangrove,east,seagrass,wunifrac
S66,S30,0.46158431644050946,918.8742417671893,west,seagrass,east,seagrass,wunifrac
S67,S30,0.43306260786029166,918.8742417671893,west,seagrass,east,seagrass,wunifrac
S68,S30,0.4601428449974076,918.8742417671893,west,seagrass,east,seagrass,wunifrac
S69,S30,0.4670928459551378,918.8742417671893,west,seagrass,east,seagrass,wunifrac
S70,S30,0.4202371818429336,919.8742417671893,west,seagrass,east,seagrass,wunifrac
S71,S30,0.8675187339796967,444.5340546095158,east,coral,east,seagrass,wunifrac
S73,S30,0.8409276831812686,444.5340546095158,east,coral,east,seagrass,wunifrac
S74,S30,0.7000662358988029,444.5340546095158,east,coral,east,seagrass,wunifrac
S75,S30,0.7096529102101968,444.5340546095158,east,coral,east,seagrass,wunifrac
S77,S30,0.47410590159775334,421.0487732352773,east,coral,east,seagrass,wunifrac
S78,S30,0.616260365969917,421.0487732352773,east,coral,east,seagrass,wunifrac
S80,S30,0.6306122876924114,421.0487732352773,east,coral,east,seagrass,wunifrac
S81,S30,0.5825054128948777,415.43354954612755,east,mangrove,east,seagrass,wunifrac
S82,S30,0.601202154536707,415.43354954612755,east,mangrove,east,seagrass,wunifrac
S83,S30,0.5764945577855057,415.43354954612755,east,mangrove,east,seagrass,wunifrac
S84,S30,0.5961121132101546,415.43354954612755,east,mangrove,east,seagrass,wunifrac
S85,S30,0.6440541483796532,415.43354954612755,east,mangrove,east,seagrass,wunifrac
S86,S30,0.7733403197762414,840.5777772109076,west,mangrove,east,seagrass,wunifrac
S87,S30,0.759609591006788,840.5777772109076,west,mangrove,east,seagrass,wunifrac
S88,S30,0.8522383268215685,840.1635636485345,west,mangrove,east,seagrass,wunifrac
S89,S30,0.8776614306144093,840.1635636485345,west,mangrove,east,seagrass,wunifrac
S90,S30,0.9075905854086581,840.1635636485345,west,mangrove,east,seagrass,wunifrac
S91,S30,0.6276722227110059,824.2346314604004,west,seagrass,east,seagrass,wunifrac
S92,S30,0.6041618339880448,825.2346314604004,west,seagrass,east,seagrass,wunifrac
S93,S30,0.5717072723752245,825.2346314604004,west,seagrass,east,seagrass,wunifrac
S94,S30,0.5963851483667779,824.2346314604004,west,seagrass,east,seagrass,wunifrac
S95,S30,0.6318391959237029,824.2346314604004,west,seagrass,east,seagrass,wunifrac
S96,S30,0.7939905287492831,747.8082245892089,west,mangrove,east,seagrass,wunifrac
S97,S30,0.7918467448094125,747.8082245892089,west,mangrove,east,seagrass,wunifrac
S98,S30,0.7983111659352595,747.8082245892089,west,mangrove,east,seagrass,wunifrac
S99,S30,0.8385390381007615,747.8082245892089,west,mangrove,east,seagrass,wunifrac
S100,S30,0.8338406217662241,748.8082245892089,west,mangrove,east,seagrass,wunifrac
S101,S30,0.42788991837208323,682.050865276329,west,coral,east,seagrass,wunifrac
S102,S30,0.3447444692719209,683.2935059634483,west,coral,east,seagrass,wunifrac
S103,S30,0.45381452849229276,683.7077195258214,west,coral,east,seagrass,wunifrac
S104,S30,0.41584090045951666,685.2935059634482,west,coral,east,seagrass,wunifrac
S105,S30,0.3522572044599219,683.4650788387021,west,coral,east,seagrass,wunifrac
S106,S30,0.7886505717687993,517.6711395993641,west,mangrove,east,seagrass,wunifrac
S107,S30,0.7727110252000924,517.256926036991,west,mangrove,east,seagrass,wunifrac
S108,S30,0.6817599351601578,516.256926036991,west,mangrove,east,seagrass,wunifrac
S109,S30,0.6907274996462364,515.8427124746179,west,mangrove,east,seagrass,wunifrac
S110,S30,0.6302165072596672,515.8427124746179,west,mangrove,east,seagrass,wunifrac
S32,S31,0.2609931665529322,0,east,coral,east,coral,wunifrac
S33,S31,0.1724244455759937,1,east,coral,east,coral,wunifrac
S34,S31,0.37715235545602,1,east,coral,east,coral,wunifrac
S35,S31,0.2652002209595935,1,east,coral,east,coral,wunifrac
S36,S31,0.9264429666765623,118.82337649086296,east,mangrove,east,coral,wunifrac
S37,S31,0.9376106613731786,117.82337649086296,east,mangrove,east,coral,wunifrac
S38,S31,0.9293193603461811,116.82337649086296,east,mangrove,east,coral,wunifrac
S39,S31,0.9358362697533417,116.23759005323605,east,mangrove,east,coral,wunifrac
S40,S31,0.910821644413673,114.82337649086296,east,mangrove,east,coral,wunifrac
S41,S31,0.5031315563911339,225.89444430272846,east,coral,east,coral,wunifrac
S42,S31,0.4928268475193185,225.48023074035535,east,coral,east,coral,wunifrac
S43,S31,0.5003345461841512,225.48023074035535,east,coral,east,coral,wunifrac
S44,S31,0.4489860093485257,226.48023074035535,east,coral,east,coral,wunifrac
S45,S31,0.46239631307456625,225.48023074035535,east,coral,east,coral,wunifrac
S46,S31,0.7754918407852612,224.89444430272846,east,mangrove,east,coral,wunifrac
S47,S31,0.8281964472790343,224.89444430272846,east,mangrove,east,coral,wunifrac
S48,S31,0.7299155814110093,224.89444430272846,east,mangrove,east,coral,wunifrac
S49,S31,0.7890055643210233,225.89444430272846,east,mangrove,east,coral,wunifrac
S50,S31,0.7398841852022722,225.89444430272846,east,mangrove,east,coral,wunifrac
S51,S31,0.6275838143011094,291.23759005323546,east,seagrass,east,coral,wunifrac
S52,S31,0.6213747964920139,291.23759005323546,east,seagrass,east,coral,wunifrac
S53,S31,0.6429356113423689,291.23759005323546,east,seagrass,east,coral,wunifrac
S54,S31,0.6654315734663894,290.23759005323546,east,seagrass,east,coral,wunifrac
S55,S31,0.6729922235561363,290.23759005323546,east,seagrass,east,coral,wunifrac
S56,S31,0.3824881105185487,937.8153672641434,west,coral,east,coral,wunifrac
S57,S31,0.37361801288303625,937.8153672641434,west,coral,east,coral,wunifrac
S58,S31,0.3986525744657855,938.4011537017702,west,coral,east,coral,wunifrac
S59,S31,0.37639572788682607,937.4011537017702,west,coral,east,coral,wunifrac
S60,S31,0.4115436864413767,937.8153672641434,west,coral,east,coral,wunifrac
S61,S31,0.5675843754223517,927.8153672641436,west,mangrove,east,coral,wunifrac
S62,S31,0.6080037551087198,927.8153672641436,west,mangrove,east,coral,wunifrac
S63,S31,0.6063656943735591,926.8153672641436,west,mangrove,east,coral,wunifrac
S64,S31,0.6301439854820963,927.2295808265167,west,mangrove,east,coral,wunifrac
S65,S31,0.6398444626714114,926.8153672641436,west,mangrove,east,coral,wunifrac
S66,S31,0.483281688974265,915.4600282048162,west,seagrass,east,coral,wunifrac
S67,S31,0.44709741494907695,915.4600282048162,west,seagrass,east,coral,wunifrac
S68,S31,0.4510251441993057,915.4600282048162,west,seagrass,east,coral,wunifrac
S69,S31,0.446337605485767,915.4600282048162,west,seagrass,east,coral,wunifrac
S70,S31,0.4346230994910601,916.4600282048162,west,seagrass,east,coral,wunifrac
S71,S31,0.8836628705512254,441.11984104714276,east,coral,east,coral,wunifrac
S73,S31,0.865179587381669,441.11984104714276,east,coral,east,coral,wunifrac
S74,S31,0.702835104578277,441.11984104714276,east,coral,east,coral,wunifrac
S75,S31,0.7127662710245137,441.11984104714276,east,coral,east,coral,wunifrac
S77,S31,0.4263386220746326,417.6345596729042,east,coral,east,coral,wunifrac
S78,S31,0.5453490960170132,417.6345596729042,east,coral,east,coral,wunifrac
S80,S31,0.642032215875202,417.6345596729042,east,coral,east,coral,wunifrac
S81,S31,0.5592252933130201,412.0193359837545,east,mangrove,east,coral,wunifrac
S82,S31,0.5772775406422034,412.0193359837545,east,mangrove,east,coral,wunifrac
S83,S31,0.5449121157092474,412.0193359837545,east,mangrove,east,coral,wunifrac
S84,S31,0.5694926522150757,412.0193359837545,east,mangrove,east,coral,wunifrac
S85,S31,0.6238414783237594,412.0193359837545,east,mangrove,east,coral,wunifrac
S86,S31,0.7306402763908512,843.9919907732806,west,mangrove,east,coral,wunifrac
S87,S31,0.7211130455818056,843.9919907732806,west,mangrove,east,coral,wunifrac
S88,S31,0.8225094663496785,843.5777772109076,west,mangrove,east,coral,wunifrac
S89,S31,0.8605608724877509,843.5777772109076,west,mangrove,east,coral,wunifrac
S90,S31,0.8965485745101212,843.5777772109076,west,mangrove,east,coral,wunifrac
S91,S31,0.5866194011395937,827.6488450227733,west,seagrass,east,coral,wunifrac
S92,S31,0.5628744851995344,828.6488450227733,west,seagrass,east,coral,wunifrac
S93,S31,0.545220607724338,828.6488450227733,west,seagrass,east,coral,wunifrac
S94,S31,0.6005230034967204,827.6488450227733,west,seagrass,east,coral,wunifrac
S95,S31,0.6001189560173574,827.6488450227733,west,seagrass,east,coral,wunifrac
S96,S31,0.7566961927935817,751.2224381515819,west,mangrove,east,coral,wunifrac
S97,S31,0.7588786777646916,751.2224381515819,west,mangrove,east,coral,wunifrac
S98,S31,0.762061727443309,751.2224381515819,west,mangrove,east,coral,wunifrac
S99,S31,0.797577504853236,751.2224381515819,west,mangrove,east,coral,wunifrac
S100,S31,0.8066662885540927,752.2224381515819,west,mangrove,east,coral,wunifrac
S101,S31,0.4323192420804884,685.4650788387021,west,coral,east,coral,wunifrac
S102,S31,0.43897411197855357,686.7077195258214,west,coral,east,coral,wunifrac
S103,S31,0.5187041896311902,687.1219330881945,west,coral,east,coral,wunifrac
S104,S31,0.47879186449048977,688.7077195258213,west,coral,east,coral,wunifrac
S105,S31,0.40641042500330826,686.8792924010751,west,coral,east,coral,wunifrac
S106,S31,0.740784721907935,521.0853531617372,west,mangrove,east,coral,wunifrac
S107,S31,0.7130709658531897,520.6711395993641,west,mangrove,east,coral,wunifrac
S108,S31,0.6252980144737035,519.6711395993641,west,mangrove,east,coral,wunifrac
S109,S31,0.6714252023705793,519.256926036991,west,mangrove,east,coral,wunifrac
S110,S31,0.6062508612575179,519.256926036991,west,mangrove,east,coral,wunifrac
S33,S32,0.28253764139550597,1,east,coral,east,coral,wunifrac
S34,S32,0.34410056947890677,1,east,coral,east,coral,wunifrac
S35,S32,0.415035050429685,1,east,coral,east,coral,wunifrac
S36,S32,0.9443608846024425,118.82337649086296,east,mangrove,east,coral,wunifrac
S37,S32,0.9495890899216042,117.82337649086296,east,mangrove,east,coral,wunifrac
S38,S32,0.9473621190483292,116.82337649086296,east,mangrove,east,coral,wunifrac
S39,S32,0.9516629227383981,116.23759005323605,east,mangrove,east,coral,wunifrac
S40,S32,0.9303516806481791,114.82337649086296,east,mangrove,east,coral,wunifrac
S41,S32,0.6511726120135072,225.89444430272846,east,coral,east,coral,wunifrac
S42,S32,0.6456938441849983,225.48023074035535,east,coral,east,coral,wunifrac
S43,S32,0.6296438857105191,225.48023074035535,east,coral,east,coral,wunifrac
S44,S32,0.6121962606269032,226.48023074035535,east,coral,east,coral,wunifrac
S45,S32,0.6016166953326442,225.48023074035535,east,coral,east,coral,wunifrac
S46,S32,0.8478490734771366,224.89444430272846,east,mangrove,east,coral,wunifrac
S47,S32,0.8708095891882669,224.89444430272846,east,mangrove,east,coral,wunifrac
S48,S32,0.8329908307054904,224.89444430272846,east,mangrove,east,coral,wunifrac
S49,S32,0.871627811073023,225.89444430272846,east,mangrove,east,coral,wunifrac
S50,S32,0.8422701735841291,225.89444430272846,east,mangrove,east,coral,wunifrac
S51,S32,0.7435375658279509,291.23759005323546,east,seagrass,east,coral,wunifrac
S52,S32,0.7496834797084604,291.23759005323546,east,seagrass,east,coral,wunifrac
S53,S32,0.7638804124777715,291.23759005323546,east,seagrass,east,coral,wunifrac
S54,S32,0.7860928106767113,290.23759005323546,east,seagrass,east,coral,wunifrac
S55,S32,0.7893194829558606,290.23759005323546,east,seagrass,east,coral,wunifrac
S56,S32,0.473779336163864,937.8153672641434,west,coral,east,coral,wunifrac
S57,S32,0.4937421601149747,937.8153672641434,west,coral,east,coral,wunifrac
S58,S32,0.5052319429222332,938.4011537017702,west,coral,east,coral,wunifrac
S59,S32,0.46719007560954545,937.4011537017702,west,coral,east,coral,wunifrac
S60,S32,0.5059992754952344,937.8153672641434,west,coral,east,coral,wunifrac
S61,S32,0.633257332797034,927.8153672641436,west,mangrove,east,coral,wunifrac
S62,S32,0.6698364424455494,927.8153672641436,west,mangrove,east,coral,wunifrac
S63,S32,0.6674644474284777,926.8153672641436,west,mangrove,east,coral,wunifrac
S64,S32,0.6927094207339933,927.2295808265167,west,mangrove,east,coral,wunifrac
S65,S32,0.7039164309501067,926.8153672641436,west,mangrove,east,coral,wunifrac
S66,S32,0.5401914735807256,915.4600282048162,west,seagrass,east,coral,wunifrac
S67,S32,0.5071941946687438,915.4600282048162,west,seagrass,east,coral,wunifrac
S68,S32,0.5115818169162388,915.4600282048162,west,seagrass,east,coral,wunifrac
S69,S32,0.509036691175376,915.4600282048162,west,seagrass,east,coral,wunifrac
S70,S32,0.503383023943523,916.4600282048162,west,seagrass,east,coral,wunifrac
S71,S32,0.8523077915299635,441.11984104714276,east,coral,east,coral,wunifrac
S73,S32,0.913275857955055,441.11984104714276,east,coral,east,coral,wunifrac
S74,S32,0.8491652978027999,441.11984104714276,east,coral,east,coral,wunifrac
S75,S32,0.8039411150746048,441.11984104714276,east,coral,east,coral,wunifrac
S77,S32,0.5690356241836254,417.6345596729042,east,coral,east,coral,wunifrac
S78,S32,0.6412162851922557,417.6345596729042,east,coral,east,coral,wunifrac
S80,S32,0.6790025477810867,417.6345596729042,east,coral,east,coral,wunifrac
S81,S32,0.7044886359409736,412.0193359837545,east,mangrove,east,coral,wunifrac
S82,S32,0.7148797820824632,412.0193359837545,east,mangrove,east,coral,wunifrac
S83,S32,0.6969147692340484,412.0193359837545,east,mangrove,east,coral,wunifrac
S84,S32,0.7138130796029163,412.0193359837545,east,mangrove,east,coral,wunifrac
S85,S32,0.7474371825041322,412.0193359837545,east,mangrove,east,coral,wunifrac
S86,S32,0.7809136406128236,843.9919907732806,west,mangrove,east,coral,wunifrac
S87,S32,0.7709862503427476,843.9919907732806,west,mangrove,east,coral,wunifrac
S88,S32,0.8608128166254465,843.5777772109076,west,mangrove,east,coral,wunifrac
S89,S32,0.8852881783758436,843.5777772109076,west,mangrove,east,coral,wunifrac
S90,S32,0.9172788086218123,843.5777772109076,west,mangrove,east,coral,wunifrac
S91,S32,0.691599762580094,827.6488450227733,west,seagrass,east,coral,wunifrac
S92,S32,0.650709715771941,828.6488450227733,west,seagrass,east,coral,wunifrac
S93,S32,0.6298994866031735,828.6488450227733,west,seagrass,east,coral,wunifrac
S94,S32,0.6193596296085979,827.6488450227733,west,seagrass,east,coral,wunifrac
S95,S32,0.7043280194803995,827.6488450227733,west,seagrass,east,coral,wunifrac
S96,S32,0.8157417691455408,751.2224381515819,west,mangrove,east,coral,wunifrac
S97,S32,0.8184335093943775,751.2224381515819,west,mangrove,east,coral,wunifrac
S98,S32,0.8199302201450059,751.2224381515819,west,mangrove,east,coral,wunifrac
S99,S32,0.8512508216566336,751.2224381515819,west,mangrove,east,coral,wunifrac
S100,S32,0.852361798229965,752.2224381515819,west,mangrove,east,coral,wunifrac
S101,S32,0.5016482766435661,685.4650788387021,west,coral,east,coral,wunifrac
S102,S32,0.524438961390729,686.7077195258214,west,coral,east,coral,wunifrac
S103,S32,0.5294905431443974,687.1219330881945,west,coral,east,coral,wunifrac
S104,S32,0.5190656025560904,688.7077195258213,west,coral,east,coral,wunifrac
S105,S32,0.49352101300121887,686.8792924010751,west,coral,east,coral,wunifrac
S106,S32,0.7962633284618458,521.0853531617372,west,mangrove,east,coral,wunifrac
S107,S32,0.7647635086353045,520.6711395993641,west,mangrove,east,coral,wunifrac
S108,S32,0.6921605036028277,519.6711395993641,west,mangrove,east,coral,wunifrac
S109,S32,0.711086049411843,519.256926036991,west,mangrove,east,coral,wunifrac
S110,S32,0.6589076448958591,519.256926036991,west,mangrove,east,coral,wunifrac
S34,S33,0.3901470757919089,0,east,coral,east,coral,wunifrac
S35,S33,0.3486994597221302,0,east,coral,east,coral,wunifrac
S36,S33,0.9380949864946891,119.82337649086296,east,mangrove,east,coral,wunifrac
S37,S33,0.9433716926695932,118.82337649086296,east,mangrove,east,coral,wunifrac
S38,S33,0.9410335776786568,117.82337649086296,east,mangrove,east,coral,wunifrac
S39,S33,0.9456828128954201,117.23759005323605,east,mangrove,east,coral,wunifrac
S40,S33,0.9235081103482485,115.82337649086296,east,mangrove,east,coral,wunifrac
S41,S33,0.5266738430242964,226.89444430272846,east,coral,east,coral,wunifrac
S42,S33,0.4992876347087226,226.48023074035535,east,coral,east,coral,wunifrac
S43,S33,0.46431138192547006,226.48023074035535,east,coral,east,coral,wunifrac
S44,S33,0.45323223678830493,227.48023074035535,east,coral,east,coral,wunifrac
S45,S33,0.4700994603196594,226.48023074035535,east,coral,east,coral,wunifrac
S46,S33,0.8292117660070087,225.89444430272846,east,mangrove,east,coral,wunifrac
S47,S33,0.8654343582541505,225.89444430272846,east,mangrove,east,coral,wunifrac
S48,S33,0.7979689837717245,225.89444430272846,east,mangrove,east,coral,wunifrac
S49,S33,0.83980971635048,226.89444430272846,east,mangrove,east,coral,wunifrac
S50,S33,0.8079768507644371,226.89444430272846,east,mangrove,east,coral,wunifrac
S51,S33,0.7064774118039227,292.2375900532354,east,seagrass,east,coral,wunifrac
S52,S33,0.7025586483794493,292.2375900532354,east,seagrass,east,coral,wunifrac
S53,S33,0.7289968975331991,292.2375900532354,east,seagrass,east,coral,wunifrac
S54,S33,0.7553371724575861,291.23759005323546,east,seagrass,east,coral,wunifrac
S55,S33,0.7533559458280698,291.23759005323546,east,seagrass,east,coral,wunifrac
S56,S33,0.4819164174100735,938.8153672641434,west,coral,east,coral,wunifrac
S57,S33,0.5022567150715598,938.8153672641434,west,coral,east,coral,wunifrac
